Bilateral_ACC,Bilateral_Amyg,BNST,Bilateral_Hipp,Locus_Coer,Bilateral_Lateral_Hypothal,Bilateral_NAc,PAG,Bilateral_dlPFC,Bilateral_mPFC,PVT_dilate2,sub_id
0.133333333333333,0,0.0222222222222222,0.422222222222222,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0888888888888889,0,0,27
0,0.0888888888888889,0.311111111111111,0,0.177777777777778,0,0.0666666666666667,0.177777777777778,0.0888888888888889,0,0,38
0.177777777777778,0,0.155555555555556,0.222222222222222,0.111111111111111,0.0444444444444444,0.0666666666666667,0,0.111111111111111,0.0444444444444444,0.133333333333333,44
0,0.244444444444444,0.0888888888888889,0.0222222222222222,0,0,0.266666666666667,0.222222222222222,0.0666666666666667,0.0666666666666667,0,99
0.0222222222222222,0.133333333333333,0.111111111111111,0,0,0,0.355555555555556,0,0.155555555555556,0.0222222222222222,0.111111111111111,105
0.177777777777778,0.244444444444444,0.0222222222222222,0.266666666666667,0,0.0222222222222222,0.0666666666666667,0.0222222222222222,0,0.288888888888889,0,115
0.0444444444444444,0,0.0666666666666667,0.133333333333333,0.155555555555556,0.0222222222222222,0.2,0.0444444444444444,0.0666666666666667,0.0222222222222222,0.111111111111111,117
0.0888888888888889,0.0888888888888889,0.0444444444444444,0,0.0444444444444444,0,0.133333333333333,0.111111111111111,0.111111111111111,0.244444444444444,0.0444444444444444,119
0.155555555555556,0,0,0.377777777777778,0.0666666666666667,0.2,0.2,0.0444444444444444,0,0.0222222222222222,0,514
0.222222222222222,0.0666666666666667,0.0666666666666667,0.0222222222222222,0.0444444444444444,0,0.244444444444444,0.0222222222222222,0,0.333333333333333,0,518
0.0444444444444444,0.177777777777778,0.0222222222222222,0,0.0444444444444444,0.0444444444444444,0.0666666666666667,0.266666666666667,0.0666666666666667,0.2,0,520
0.4,0.0666666666666667,0,0.0666666666666667,0,0,0.0666666666666667,0,0.111111111111111,0.155555555555556,0.2,521
0.244444444444444,0.466666666666667,0.0666666666666667,0,0,0,0,0.244444444444444,0.0888888888888889,0.0222222222222222,0.111111111111111,542
0.133333333333333,0,0.0222222222222222,0.0888888888888889,0,0.333333333333333,0,0,0,0.177777777777778,0.177777777777778,548
0,0,0,0.355555555555556,0,0.133333333333333,0.0444444444444444,0.2,0.311111111111111,0.133333333333333,0.0444444444444444,555
0.0666666666666667,0.2,0,0.222222222222222,0.0222222222222222,0,0.266666666666667,0,0.111111111111111,0.0222222222222222,0.0888888888888889,565
0.111111111111111,0.0888888888888889,0.0222222222222222,0.0666666666666667,0,0,0,0,0.266666666666667,0.377777777777778,0.0444444444444444,567
0,0.466666666666667,0,0.2,0,0,0.133333333333333,0,0,0.333333333333333,0,575
0.0888888888888889,0.177777777777778,0.111111111111111,0.0888888888888889,0,0,0.155555555555556,0,0.0222222222222222,0.266666666666667,0.0222222222222222,577
0.0888888888888889,0.377777777777778,0.0222222222222222,0.288888888888889,0,0,0.111111111111111,0,0,0.2,0.177777777777778,580
0.0444444444444444,0.0222222222222222,0,0,0,0.0444444444444444,0.555555555555556,0.0888888888888889,0,0.222222222222222,0.0444444444444444,582
0.0888888888888889,0.0666666666666667,0.0888888888888889,0.0222222222222222,0,0.177777777777778,0.2,0,0.133333333333333,0.222222222222222,0.0444444444444444,588
0.0444444444444444,0.266666666666667,0.155555555555556,0.177777777777778,0,0.0222222222222222,0,0,0.133333333333333,0.0888888888888889,0.0666666666666667,595
0.288888888888889,0.155555555555556,0,0.0222222222222222,0.0444444444444444,0.0222222222222222,0.177777777777778,0,0.0666666666666667,0.177777777777778,0,599
0,0.0666666666666667,0,0,0,0.0444444444444444,0.2,0.0888888888888889,0.0666666666666667,0.488888888888889,0,600
0.177777777777778,0.288888888888889,0.2,0.177777777777778,0,0,0,0,0,0.266666666666667,0,603
0,0,0.0888888888888889,0.222222222222222,0,0.111111111111111,0.177777777777778,0.133333333333333,0.0444444444444444,0.111111111111111,0.0444444444444444,609
0.0666666666666667,0.0666666666666667,0,0.377777777777778,0,0,0.155555555555556,0.0444444444444444,0,0.288888888888889,0,610
0.2,0,0,0.333333333333333,0,0,0.111111111111111,0.0444444444444444,0.0666666666666667,0,0.244444444444444,619
0.0888888888888889,0.0444444444444444,0,0.111111111111111,0,0.155555555555556,0.311111111111111,0,0.177777777777778,0.0888888888888889,0,621
0.0888888888888889,0.0666666666666667,0,0.0888888888888889,0,0.0444444444444444,0,0.244444444444444,0.266666666666667,0.222222222222222,0.0222222222222222,622
0.133333333333333,0.355555555555556,0,0,0,0,0.155555555555556,0,0.0666666666666667,0.333333333333333,0,623
0.177777777777778,0.133333333333333,0.377777777777778,0,0.0444444444444444,0.0444444444444444,0,0,0.0666666666666667,0.111111111111111,0,625
0.288888888888889,0.0444444444444444,0.133333333333333,0.133333333333333,0,0,0.422222222222222,0,0,0.222222222222222,0,631
0,0.155555555555556,0.0444444444444444,0,0.355555555555556,0.111111111111111,0.0666666666666667,0,0.0666666666666667,0.2,0.266666666666667,632
0.333333333333333,0.333333333333333,0,0.133333333333333,0,0,0.0222222222222222,0,0,0.333333333333333,0.111111111111111,634
0.0888888888888889,0,0.0444444444444444,0.133333333333333,0.0444444444444444,0.2,0.0666666666666667,0.0222222222222222,0,0.0444444444444444,0.377777777777778,640
0.0444444444444444,0.555555555555556,0,0,0,0.222222222222222,0.0666666666666667,0.0444444444444444,0,0.0666666666666667,0.133333333333333,645
0.177777777777778,0.0888888888888889,0.0444444444444444,0.111111111111111,0,0.0666666666666667,0.244444444444444,0,0,0.222222222222222,0.111111111111111,651
0.155555555555556,0,0.111111111111111,0,0.155555555555556,0.0444444444444444,0.0666666666666667,0,0.133333333333333,0.155555555555556,0,655
0.133333333333333,0.0222222222222222,0,0.133333333333333,0,0,0.111111111111111,0.2,0.0888888888888889,0.155555555555556,0.0222222222222222,657
0,0.0444444444444444,0,0,0.111111111111111,0,0.511111111111111,0,0.2,0.0444444444444444,0.0444444444444444,668
0,0.111111111111111,0,0.6,0.0444444444444444,0.288888888888889,0.2,0,0,0.155555555555556,0.0222222222222222,671
0.0222222222222222,0.288888888888889,0.0222222222222222,0.311111111111111,0.111111111111111,0,0.0888888888888889,0.0888888888888889,0,0,0.0888888888888889,673
0,0.222222222222222,0,0.111111111111111,0.0444444444444444,0.266666666666667,0.288888888888889,0.244444444444444,0,0.0444444444444444,0.0444444444444444,708
0.133333333333333,0.133333333333333,0.266666666666667,0,0,0.0666666666666667,0,0.111111111111111,0.0666666666666667,0.111111111111111,0,710
0.111111111111111,0.0666666666666667,0.111111111111111,0.0666666666666667,0.133333333333333,0.0666666666666667,0.0222222222222222,0.0222222222222222,0.0444444444444444,0.0666666666666667,0.0666666666666667,717
0.111111111111111,0.111111111111111,0,0.0222222222222222,0.0444444444444444,0.422222222222222,0.222222222222222,0.288888888888889,0.0666666666666667,0.0222222222222222,0,720
0.0888888888888889,0.0222222222222222,0.0666666666666667,0.133333333333333,0.155555555555556,0.2,0,0.0444444444444444,0.0666666666666667,0,0.0888888888888889,724
0.0444444444444444,0.2,0,0.222222222222222,0.0666666666666667,0.133333333333333,0.266666666666667,0.0444444444444444,0.0888888888888889,0.133333333333333,0,726
0,0.133333333333333,0.222222222222222,0.0666666666666667,0.0666666666666667,0,0.288888888888889,0,0.0444444444444444,0.155555555555556,0.0888888888888889,729
0.0888888888888889,0.0888888888888889,0.0222222222222222,0,0.0222222222222222,0.0888888888888889,0.111111111111111,0.0444444444444444,0.133333333333333,0.0444444444444444,0.133333333333333,731
0,0.133333333333333,0.0222222222222222,0.222222222222222,0,0,0.333333333333333,0.155555555555556,0,0.377777777777778,0.0222222222222222,732
0,0.0888888888888889,0,0.0888888888888889,0,0.111111111111111,0.244444444444444,0,0.177777777777778,0.0888888888888889,0,746
0.111111111111111,0.244444444444444,0.0444444444444444,0.0888888888888889,0,0,0.0666666666666667,0.288888888888889,0.0666666666666667,0.0888888888888889,0.177777777777778,751
0,0,0.133333333333333,0.133333333333333,0,0.555555555555556,0,0,0,0,0,754
0,0,0,0.222222222222222,0.111111111111111,0.0444444444444444,0.222222222222222,0.133333333333333,0,0.244444444444444,0,758
0.0444444444444444,0.0666666666666667,0.0444444444444444,0.311111111111111,0.0444444444444444,0.333333333333333,0.333333333333333,0,0.0444444444444444,0,0,759
0.177777777777778,0.0222222222222222,0,0.155555555555556,0.0222222222222222,0.0222222222222222,0.0222222222222222,0,0.0444444444444444,0.133333333333333,0,764
0.133333333333333,0.0444444444444444,0.0666666666666667,0.177777777777778,0.0222222222222222,0,0,0,0.244444444444444,0.2,0.0222222222222222,768
0,0.0444444444444444,0.177777777777778,0.0222222222222222,0.111111111111111,0,0.266666666666667,0.177777777777778,0.2,0,0,770
0.0444444444444444,0.222222222222222,0.0222222222222222,0.0888888888888889,0.0444444444444444,0.133333333333333,0.0666666666666667,0.0888888888888889,0.0666666666666667,0.222222222222222,0.0888888888888889,801
0.0444444444444444,0.0222222222222222,0,0.155555555555556,0,0.0222222222222222,0.244444444444444,0.0666666666666667,0.0444444444444444,0.222222222222222,0.0444444444444444,804
0.155555555555556,0,0.222222222222222,0.133333333333333,0,0.0444444444444444,0.533333333333333,0.177777777777778,0.0222222222222222,0,0.0444444444444444,813
0,0.0222222222222222,0.288888888888889,0.2,0.0888888888888889,0,0.4,0,0,0,0,817
0,0,0.0444444444444444,0.222222222222222,0.0444444444444444,0,0.266666666666667,0,0.111111111111111,0.177777777777778,0,820
0.0666666666666667,0.266666666666667,0.0666666666666667,0,0.0444444444444444,0.0666666666666667,0.266666666666667,0,0,0.133333333333333,0.0444444444444444,822
0.4,0.111111111111111,0,0.0888888888888889,0,0,0,0.0666666666666667,0,0.355555555555556,0,823
0.0666666666666667,0.2,0,0,0.177777777777778,0.0666666666666667,0.4,0.0888888888888889,0.0444444444444444,0.155555555555556,0,827
0.133333333333333,0.0888888888888889,0.177777777777778,0.311111111111111,0.0888888888888889,0.177777777777778,0.0666666666666667,0,0.0444444444444444,0,0.0222222222222222,828
0,0.0444444444444444,0.0666666666666667,0,0.0444444444444444,0.0888888888888889,0,0,0.133333333333333,0.155555555555556,0.222222222222222,829
0.0888888888888889,0,0.0444444444444444,0.133333333333333,0.0444444444444444,0,0.311111111111111,0.0888888888888889,0.0222222222222222,0.177777777777778,0,830
0.222222222222222,0.0888888888888889,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0444444444444444,0.0888888888888889,0.0444444444444444,0.244444444444444,0.222222222222222,0.222222222222222,835
0.244444444444444,0.0222222222222222,0,0.0888888888888889,0.0666666666666667,0,0.155555555555556,0,0.0444444444444444,0.288888888888889,0.0666666666666667,837
0.0888888888888889,0.111111111111111,0.0444444444444444,0,0,0.0666666666666667,0.0444444444444444,0.0444444444444444,0,0.311111111111111,0.111111111111111,838
0,0.111111111111111,0,0.355555555555556,0,0,0.266666666666667,0,0,0.244444444444444,0,840
0.0888888888888889,0.0888888888888889,0.0222222222222222,0.111111111111111,0.0666666666666667,0.0666666666666667,0.133333333333333,0.0222222222222222,0.177777777777778,0.0666666666666667,0.0666666666666667,842
0.0666666666666667,0.288888888888889,0.155555555555556,0.111111111111111,0.0666666666666667,0,0.111111111111111,0.0444444444444444,0.133333333333333,0.0444444444444444,0,843
0.2,0.155555555555556,0,0.0666666666666667,0,0.0444444444444444,0.0444444444444444,0.0444444444444444,0.0444444444444444,0.111111111111111,0.2,846
0.155555555555556,0,0.0444444444444444,0.133333333333333,0,0.155555555555556,0.244444444444444,0,0.0888888888888889,0.244444444444444,0,850
0.177777777777778,0.0222222222222222,0.2,0.155555555555556,0,0.2,0.0666666666666667,0.0666666666666667,0.0444444444444444,0,0.0222222222222222,851
0.133333333333333,0.0444444444444444,0.2,0.111111111111111,0.0888888888888889,0,0.0888888888888889,0,0.0888888888888889,0.222222222222222,0,853
0.0222222222222222,0.0222222222222222,0.0444444444444444,0.133333333333333,0,0.0888888888888889,0.0444444444444444,0.0222222222222222,0.0888888888888889,0.0222222222222222,0.2,857
0.0666666666666667,0.377777777777778,0.0444444444444444,0,0.0666666666666667,0,0.111111111111111,0.0888888888888889,0.0888888888888889,0.0888888888888889,0.0444444444444444,861
0.0666666666666667,0.377777777777778,0.0666666666666667,0,0.0222222222222222,0,0,0,0,0.222222222222222,0,863
0.177777777777778,0.0444444444444444,0.177777777777778,0.2,0,0.0444444444444444,0.133333333333333,0.133333333333333,0.2,0.288888888888889,0,866
0.0888888888888889,0,0.444444444444444,0,0,0,0.2,0.111111111111111,0.0444444444444444,0.244444444444444,0.355555555555556,870
0,0.333333333333333,0,0,0.0222222222222222,0.0222222222222222,0.177777777777778,0.0666666666666667,0.0888888888888889,0.0888888888888889,0.111111111111111,876
0.0222222222222222,0.333333333333333,0.0222222222222222,0.133333333333333,0.0222222222222222,0.0222222222222222,0.155555555555556,0,0.0666666666666667,0.266666666666667,0,880
0.222222222222222,0.0222222222222222,0,0.0888888888888889,0,0.133333333333333,0,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.333333333333333,881
0.155555555555556,0,0,0.111111111111111,0.111111111111111,0.244444444444444,0.266666666666667,0,0,0.466666666666667,0,884
0.0444444444444444,0.222222222222222,0.0888888888888889,0.0666666666666667,0,0.0444444444444444,0.0888888888888889,0,0.422222222222222,0,0.2,890
0,0.0888888888888889,0.0666666666666667,0.222222222222222,0.0444444444444444,0.155555555555556,0.0444444444444444,0,0.0222222222222222,0.444444444444444,0,891
0.177777777777778,0.155555555555556,0.288888888888889,0,0,0.0888888888888889,0.2,0,0,0,0.155555555555556,892
0,0,0.2,0.222222222222222,0.0222222222222222,0,0.111111111111111,0.111111111111111,0,0.266666666666667,0.0222222222222222,893
0.0444444444444444,0.0222222222222222,0.0666666666666667,0.0888888888888889,0,0.155555555555556,0.155555555555556,0,0.111111111111111,0.311111111111111,0,894
0.0222222222222222,0.0444444444444444,0.155555555555556,0.177777777777778,0,0.0222222222222222,0.177777777777778,0.0666666666666667,0,0.155555555555556,0.0444444444444444,895
0.266666666666667,0.422222222222222,0,0,0,0.0666666666666667,0.0222222222222222,0.0444444444444444,0.0888888888888889,0.2,0.111111111111111,897
0.0888888888888889,0.155555555555556,0.111111111111111,0.244444444444444,0.0666666666666667,0.0666666666666667,0.0222222222222222,0.0444444444444444,0.288888888888889,0.133333333333333,0.0222222222222222,898
0,0.0888888888888889,0.111111111111111,0.288888888888889,0.0666666666666667,0.0222222222222222,0.244444444444444,0.0888888888888889,0.0444444444444444,0,0,899
0.155555555555556,0.133333333333333,0.0222222222222222,0.0222222222222222,0.0666666666666667,0.0444444444444444,0.0666666666666667,0.0666666666666667,0.155555555555556,0.133333333333333,0,901
0.111111111111111,0.0222222222222222,0.177777777777778,0.0222222222222222,0,0.0888888888888889,0.0444444444444444,0.2,0.0444444444444444,0.0444444444444444,0.0666666666666667,905
0.133333333333333,0,0,0,0.2,0,0.311111111111111,0,0.0444444444444444,0.333333333333333,0.333333333333333,907
0.0888888888888889,0,0.0444444444444444,0.288888888888889,0,0,0.444444444444444,0.133333333333333,0,0.0222222222222222,0,909
0.133333333333333,0.133333333333333,0,0.0444444444444444,0,0.0222222222222222,0.177777777777778,0.0666666666666667,0.133333333333333,0.155555555555556,0.0444444444444444,913
0.4,0.0444444444444444,0.0444444444444444,0,0,0.0444444444444444,0.0222222222222222,0,0.0888888888888889,0.222222222222222,0.111111111111111,916
0.111111111111111,0.288888888888889,0.155555555555556,0.111111111111111,0,0.177777777777778,0,0,0.0444444444444444,0.177777777777778,0.0222222222222222,919
0.177777777777778,0.222222222222222,0,0.177777777777778,0.0444444444444444,0,0,0.0888888888888889,0.0666666666666667,0.4,0,7000
0.0666666666666667,0.0888888888888889,0.133333333333333,0.0444444444444444,0,0.0888888888888889,0.0222222222222222,0.133333333333333,0,0.311111111111111,0,7006
0,0.111111111111111,0,0,0,0.422222222222222,0.622222222222222,0,0.0666666666666667,0.222222222222222,0,7007
0.0444444444444444,0.244444444444444,0.133333333333333,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.222222222222222,0,0.0888888888888889,0,0.0222222222222222,7008
0,0,0.0444444444444444,0.377777777777778,0.333333333333333,0,0.0444444444444444,0.2,0.0222222222222222,0.311111111111111,0,7022
0.222222222222222,0,0.0222222222222222,0,0,0,0.244444444444444,0.0666666666666667,0.0666666666666667,0.266666666666667,0.0222222222222222,7029
0.133333333333333,0.0444444444444444,0.0888888888888889,0,0,0.0222222222222222,0.0444444444444444,0.177777777777778,0.111111111111111,0.0666666666666667,0.0888888888888889,7030
0.0888888888888889,0.0666666666666667,0.244444444444444,0.0222222222222222,0,0,0.2,0.244444444444444,0,0.244444444444444,0.0444444444444444,7031
0.288888888888889,0.0444444444444444,0,0.0888888888888889,0,0.0666666666666667,0.177777777777778,0,0.2,0.333333333333333,0.0222222222222222,7033
0.244444444444444,0.133333333333333,0,0.111111111111111,0.133333333333333,0.0888888888888889,0.288888888888889,0,0.111111111111111,0,0.0222222222222222,7036
0.377777777777778,0.155555555555556,0,0,0,0.0666666666666667,0,0.0666666666666667,0.0222222222222222,0.222222222222222,0.111111111111111,7037
0.177777777777778,0,0.0444444444444444,0.2,0.0666666666666667,0.0444444444444444,0.311111111111111,0,0,0,0,7039
0.0666666666666667,0.0444444444444444,0.0666666666666667,0.244444444444444,0,0.266666666666667,0.0444444444444444,0,0.111111111111111,0.0444444444444444,0.0444444444444444,7040
0.0444444444444444,0.177777777777778,0,0.2,0.0666666666666667,0.0222222222222222,0.0888888888888889,0.0444444444444444,0.0222222222222222,0.0222222222222222,0.111111111111111,7042
0.0222222222222222,0.244444444444444,0,0.266666666666667,0.0888888888888889,0.222222222222222,0,0,0.0222222222222222,0.155555555555556,0.0222222222222222,7043
0.0222222222222222,0.222222222222222,0.288888888888889,0.0666666666666667,0,0,0.2,0,0,0.222222222222222,0,7044
0.0444444444444444,0.0222222222222222,0,0.0888888888888889,0.111111111111111,0.222222222222222,0.288888888888889,0.0444444444444444,0.0444444444444444,0.0444444444444444,0.133333333333333,7045
0.0444444444444444,0.266666666666667,0,0.222222222222222,0,0.111111111111111,0,0.133333333333333,0.0222222222222222,0.133333333333333,0.0222222222222222,7046
0.0666666666666667,0,0.0888888888888889,0.266666666666667,0.155555555555556,0.133333333333333,0.133333333333333,0.0444444444444444,0,0.244444444444444,0.0444444444444444,7047
0.0888888888888889,0.111111111111111,0,0.133333333333333,0.0666666666666667,0.0444444444444444,0.0444444444444444,0.0666666666666667,0.0666666666666667,0.355555555555556,0.0444444444444444,7048
0,0,0,0,0,0,0,0,0,0,0,7051
0,0.133333333333333,0,0.466666666666667,0.2,0.0666666666666667,0,0,0,0.377777777777778,0.2,7052
0.0444444444444444,0,0.0444444444444444,0.0666666666666667,0.177777777777778,0.133333333333333,0.2,0.0444444444444444,0,0.2,0,7058
0.0444444444444444,0.0666666666666667,0.0444444444444444,0.0888888888888889,0,0.133333333333333,0.155555555555556,0.0666666666666667,0.0888888888888889,0.133333333333333,0.0666666666666667,7060
0.0222222222222222,0,0,0.155555555555556,0.0222222222222222,0.155555555555556,0.266666666666667,0.0222222222222222,0,0.111111111111111,0.111111111111111,7061
0,0.155555555555556,0.0888888888888889,0.111111111111111,0.2,0,0.222222222222222,0,0.111111111111111,0.0444444444444444,0,7062
0.111111111111111,0,0,0.177777777777778,0,0,0.4,0.133333333333333,0.0222222222222222,0.111111111111111,0.333333333333333,7065
0.0222222222222222,0.0444444444444444,0.2,0.155555555555556,0,0.0444444444444444,0.155555555555556,0.133333333333333,0.155555555555556,0.0444444444444444,0,7069
0.0444444444444444,0,0.177777777777778,0.0888888888888889,0.0222222222222222,0.133333333333333,0.0222222222222222,0.0444444444444444,0.0666666666666667,0.177777777777778,0.111111111111111,7070
0.0444444444444444,0.2,0.0444444444444444,0.333333333333333,0,0,0.0888888888888889,0.0666666666666667,0.0222222222222222,0.2,0.0222222222222222,7072
0,0,0,0.177777777777778,0.0666666666666667,0.0888888888888889,0.333333333333333,0,0.0444444444444444,0.155555555555556,0,7073
0.0444444444444444,0.0666666666666667,0.0222222222222222,0.133333333333333,0.111111111111111,0.0444444444444444,0.0444444444444444,0,0.0444444444444444,0.0666666666666667,0.288888888888889,7078
0,0.111111111111111,0.0222222222222222,0.0666666666666667,0,0.0888888888888889,0,0.0222222222222222,0.288888888888889,0.111111111111111,0.133333333333333,7079
0.0222222222222222,0.222222222222222,0.177777777777778,0.0888888888888889,0.133333333333333,0.0222222222222222,0.177777777777778,0,0,0,0.133333333333333,7080
0.0444444444444444,0.288888888888889,0.177777777777778,0.0222222222222222,0,0.0888888888888889,0.155555555555556,0.0444444444444444,0.133333333333333,0.222222222222222,0,7081
0.111111111111111,0.0666666666666667,0,0.222222222222222,0.177777777777778,0.133333333333333,0.133333333333333,0,0.0666666666666667,0.266666666666667,0,7100
0.266666666666667,0.177777777777778,0,0.0222222222222222,0,0.222222222222222,0,0,0.155555555555556,0.0666666666666667,0.0444444444444444,500030
0.288888888888889,0.0444444444444444,0.0444444444444444,0.2,0.0444444444444444,0.0444444444444444,0.177777777777778,0,0.111111111111111,0.111111111111111,0,500390
0.288888888888889,0.0666666666666667,0.0444444444444444,0,0,0.0888888888888889,0.0222222222222222,0.133333333333333,0.222222222222222,0.133333333333333,0.266666666666667,500660
0.0222222222222222,0.0444444444444444,0.222222222222222,0.0666666666666667,0.0444444444444444,0.2,0.0444444444444444,0,0.2,0.2,0,500750
0.0666666666666667,0.2,0.0222222222222222,0.0888888888888889,0,0,0.0888888888888889,0,0.133333333333333,0.133333333333333,0.333333333333333,500810
0.422222222222222,0.0222222222222222,0.155555555555556,0.0888888888888889,0,0.0666666666666667,0.0888888888888889,0,0,0.2,0.0222222222222222,501160
0,0.0666666666666667,0.177777777777778,0.0666666666666667,0.111111111111111,0,0.288888888888889,0,0.0888888888888889,0.0222222222222222,0,501340
0,0,0.177777777777778,0.0444444444444444,0.0666666666666667,0,0.244444444444444,0.0222222222222222,0.0222222222222222,0.311111111111111,0,501560
0.0444444444444444,0.444444444444444,0.0444444444444444,0.155555555555556,0.0222222222222222,0.0888888888888889,0.0666666666666667,0,0,0.111111111111111,0,501570
0.133333333333333,0.155555555555556,0,0.2,0.0444444444444444,0.0222222222222222,0.288888888888889,0,0.0222222222222222,0.355555555555556,0,501770
0,0,0,0,0,0,0,0,0,0,0,502090
0.155555555555556,0.0444444444444444,0.2,0.0888888888888889,0,0.0888888888888889,0.0444444444444444,0,0.311111111111111,0.244444444444444,0,502160
0.0444444444444444,0,0.133333333333333,0.288888888888889,0.0888888888888889,0,0.177777777777778,0.0888888888888889,0.0222222222222222,0.133333333333333,0.0444444444444444,502300
0.222222222222222,0,0.288888888888889,0.0888888888888889,0,0.266666666666667,0.0888888888888889,0,0.0222222222222222,0,0.0444444444444444,502350
0.2,0.0888888888888889,0.0444444444444444,0.155555555555556,0.0444444444444444,0.155555555555556,0.155555555555556,0.155555555555556,0.133333333333333,0.2,0,502710
0.2,0,0.111111111111111,0.0666666666666667,0.0222222222222222,0,0.0666666666666667,0.0222222222222222,0.0888888888888889,0.266666666666667,0.0666666666666667,502820
0.2,0.0222222222222222,0,0.111111111111111,0,0.111111111111111,0.0222222222222222,0.288888888888889,0.0666666666666667,0.111111111111111,0.0444444444444444,502860
0.333333333333333,0.0888888888888889,0,0.155555555555556,0,0.533333333333333,0,0,0,0.0444444444444444,0,503030
0.377777777777778,0.155555555555556,0.222222222222222,0.155555555555556,0,0.0444444444444444,0,0,0,0,0.266666666666667,503150
0.0444444444444444,0.111111111111111,0.0222222222222222,0.0666666666666667,0.244444444444444,0.111111111111111,0.111111111111111,0,0.0888888888888889,0.0222222222222222,0.155555555555556,503220
0,0.222222222222222,0,0.4,0,0,0.111111111111111,0.155555555555556,0.0666666666666667,0.0666666666666667,0.0222222222222222,503310
0.177777777777778,0.511111111111111,0,0,0.0222222222222222,0.111111111111111,0,0.111111111111111,0.0444444444444444,0.0222222222222222,0,503540
0.0666666666666667,0.0222222222222222,0.0222222222222222,0.111111111111111,0.0222222222222222,0.0666666666666667,0.266666666666667,0.0888888888888889,0.111111111111111,0.0444444444444444,0.111111111111111,503550
0.0222222222222222,0,0.177777777777778,0.0222222222222222,0.0444444444444444,0.222222222222222,0.177777777777778,0,0.0222222222222222,0.0222222222222222,0.0666666666666667,503700
0.0888888888888889,0.2,0,0,0.0666666666666667,0,0,0.0666666666666667,0.0888888888888889,0.311111111111111,0.0444444444444444,504070
0,0.244444444444444,0.111111111111111,0.0444444444444444,0.0222222222222222,0.133333333333333,0.0888888888888889,0.0222222222222222,0,0.4,0,504110
0.266666666666667,0,0,0.333333333333333,0,0.111111111111111,0,0,0.0444444444444444,0.155555555555556,0.0666666666666667,504170
0.2,0.0666666666666667,0.133333333333333,0.0888888888888889,0,0,0.133333333333333,0.0222222222222222,0.0666666666666667,0.111111111111111,0.2,504270
0.0222222222222222,0.2,0.0888888888888889,0.244444444444444,0.0222222222222222,0,0.0666666666666667,0,0.155555555555556,0.244444444444444,0,504480
0.288888888888889,0.155555555555556,0.0444444444444444,0,0,0.133333333333333,0.244444444444444,0,0.0444444444444444,0.111111111111111,0,504550
0.111111111111111,0.222222222222222,0,0.0222222222222222,0,0,0.0888888888888889,0.111111111111111,0.0888888888888889,0.222222222222222,0,504560
0.155555555555556,0.0444444444444444,0.0888888888888889,0.133333333333333,0,0.155555555555556,0.0444444444444444,0.0222222222222222,0.0444444444444444,0.244444444444444,0.0222222222222222,504580
0,0,0,0,0,0,0,0,0,0,0,504600
0,0.355555555555556,0.0666666666666667,0.177777777777778,0,0.133333333333333,0.2,0,0.0222222222222222,0,0.0444444444444444,504680
0,0.0666666666666667,0,0.0888888888888889,0,0.133333333333333,0,0.133333333333333,0,0.311111111111111,0,504700
